;doc_title;sub_doc_id;sentence_num;entry_type;reg_sent;sim_sent;direct_paraphrase;sentence_split;passive-active;info_delete;example_generation;explanation;de-this-ing;info_rearange;semantic_rephrasing;TER_score
10;אמנת האום זכויות אנשים עם מוגבלויות;1;11;1;נמשיך להוביל בדרך זו, ליצירת חברה שוויונית יותר, ולמניעת הפלייתם של אנשים עם מוגבלות.\n;נמשיך לפעול לחברה שווה יותר ולכך שלא תהיה הפליה של אנשים עם מוגבלות.\n;2.0;False;;1.0;0.0;0.0;;False;;0.6111111111111112
11;אמנת האום זכויות אנשים עם מוגבלויות;1;12;1;ח”כ איילת שקד שרת המשפטים\n;איילת שקד שרת המשפטים\n;0.0;False;;1.0;0.0;0.0;;False;;0.16666666666666666
12;אמנת האום זכויות אנשים עם מוגבלויות;2;13;1;דבר מנכ”לית משרד המשפטים\n;דברי פתיחה של המנהלת הכללית של משרד המשפטים\n;1.0;False;;0.0;1.0;1.0;;False;;1.2
13;אמנת האום זכויות אנשים עם מוגבלויות;2;14;5;מפלים בין אדם לאדם... עליו להיות אדם ובכך אנו אומרים די”.\n;\n;;;;2.0;0.0;0.0;;;;0.9333333333333333
14;אמנת האום זכויות אנשים עם מוגבלויות;2;15;1;בין דפיה של האמנה בדבר זכויותיהם של אנשים עם מוגבלות טמונה אחת מאבני היסוד של חזון המדינה ומשרד המשפטים: עשיית צדק ושוויון בפני החוק. \n;באמנה לזכויות אנשים עם מוגבלות מופיעים דברים חשובים שהמדינה ומשרד המשפטים מאמינים בהם: לעשות צדק, שלא תהיה הפליה ושכולם יהיו שווים בפני החוק.\n;1.0;False;;0.0;0.0;0.0;;False;;0.7777777777777778
15;אמנת האום זכויות אנשים עם מוגבלויות;2;16;2;מאז חתמה ישראל על האמנה בשנת 2007 , הובילה נציבות שוויון זכויות לאנשים עם מוגבלות, בשיתוף מחלקת ייעוץ וחקיקה (משפט בין-לאומי), את הטמעת האמנה והתאמת הדין בישראל לעקרונותיה. \n;ישראל חתמה על האמנה בשנת 2007. משנת 2007, נציבות שוויון זכויות לאנשים עם מוגבלות ומשרד המשפטים עוסקים בקיום האמנה וההתאמה של החוקים בישראל למה שכתוב בה.\n;4.0;True;;1.0;0.0;0.0;;False;;0.6470588235294118
16;אמנת האום זכויות אנשים עם מוגבלויות;2;17;1;בשנת 2012 , בזכות עבודה אינטנסיבית ומאומצת, אושררה האמנה.\n;ישראל אישרה את האמנה בשנת 2012.\n;1.0;False;;2.0;0.0;0.0;;False;;0.6666666666666666
17;אמנת האום זכויות אנשים עם מוגבלויות;2;18;1;הענקת שוויון מהותי לאנשים עם מוגבלות אינה מסתכמת באשרור האמנה ובאיסור הפליה. \n;אבל, כדי שיהיה שוויון לא מספיק לאשר את האמנה ולדאוג שלא תהיה הפליה (שלא יתנהגו אל אנשים עם מוגבלות בצורה שונה מאשר אל אנשים אחרים).\n;4.0;False;;0.0;1.0;2.0;;False;;1.7857142857142858
18;אמנת האום זכויות אנשים עם מוגבלויות;2;19;1;על כולנו מוטלת החובה לפעול באופן אקטיבי על מנת להעניק לאנשים עם מוגבלות נגישות בכל תחומי החיים, שתאפשר את שילובם הלכה ולמעשה.\n;כולנו צריכים לעשות דברים כדי לתת לאנשים עם מוגבלות נגישות לכל דבר בחיים ולאפשר להם להשתלב בחברה בצורה שווה, כמו כולם.\n;5.0;False;;1.0;0.0;0.0;;False;;0.8
19;אמנת האום זכויות אנשים עם מוגבלויות;2;20;1;משרד המשפטים ימשיך לחתור להשגת חברה שוויונית שבה ניתנת לאנשים עם מוגבלות האפשרות ליהנות הנאה מלאה מזכויותיהם היסודיות. \n;משרד המשפטים ימשיך לעשות מאמצים כדי שאנשים עם מוגבלות יוכלו ליהנות מהזכויות שלהם כמו כולם.\n;3.0;False;;1.0;0.0;0.0;;False;;0.6
20;אמנת האום זכויות אנשים עם מוגבלויות;2;21;2;המדריך שלהלן, המפרט ומבהיר את עקרונות האמנה, הוא צעד נוסף בדרך להטמעת שוויון הזכויות לאנשים עם מוגבלות.\n;החוברת מסבירה את הכללים של האמנה. החוברת היא עוד צעד בדרך לשוויון זכויות לאנשים עם מוגבלות.\n;5.0;True;;1.0;0.0;0.0;;False;;0.6666666666666666
21;אמנת האום זכויות אנשים עם מוגבלויות;2;22;2;אני מודה לכל העוסקים במלאכה, ובראשם למר אברמי טורם, נציב שוויון זכויות לאנשים עם מוגבלות, ומקווה כי המדריך המפורט יסייע בקידום המודעות לזכויותיהם של אנשים עם מוגבלות.\n;אני מודה למר אברמי טורם, נציב שוויון זכויות לאנשים עם מוגבלות, ולכל האנשים שעבדו על החוברת. אני מקווה שהחוברת תעזור לאנשים להכיר ולדעת את הזכויות של אנשים עם מוגבלות.\n;2.0;True;;0.0;0.0;0.0;;False;;0.5
22;אמנת האום זכויות אנשים עם מוגבלויות;2;23;1;"עו""ד אמי פלמור מנכ""לית משרד המשפטים\n";"אמי פלמור המנהלת הכללית (מנכ""לית) של משרד המשפטים\n";0.0;False;;0.0;1.0;2.0;;False;;0.8571428571428571
23;אמנת האום זכויות אנשים עם מוגבלויות;3;24;1;דבר נציב שוויון זכויות לאנשים עם מוגבלות\n;דברי פתיחה של נציב שוויון זכויות לאנשים עם מוגבלות\n;1.0;False;;0.0;1.0;1.0;;False;;0.375
24;אמנת האום זכויות אנשים עם מוגבלויות;3;25;1;"מדינת ישראל אשררה את אמנת האו""ם בדבר זכויות אנשים עם מוגבלות בספטמבר 2012. \n";בחודש ספטמבר 2012, מדינת ישראל אישרה את אמנת האו“ם לזכויות אנשים עם מוגבלות.\n;2.0;False;;0.0;0.0;0.0;;False;;0.6666666666666666
25;אמנת האום זכויות אנשים עם מוגבלויות;3;26;3;משמעות האשרור - הצטרפותה של ישראל למדינות העולם אשר חרטו על דגלן יצירת שינוי בחייהם של אנשים עם מוגבלות החיים בהן. המדינות אשר אשררו את האמנה, מחויבות לפעול להסרת החסמים והקשיים המונעים מאנשים עם מוגבלות השתתפות מלאה בחברה ובקהילה ולפתח מדיניות וכלים המאפשרים חיים שוויוניים וחברה מכילה. \n;זה אומר, שישראל, כמו מדינות אחרות בעולם, רוצה לעשות שינוי בחיים של אנשים עם מוגבלות.\n;1.0;False;;2.0;0.0;0.0;;False;;0.8627450980392157
26;אמנת האום זכויות אנשים עם מוגבלויות;3;27;4;האמנה קובעת כי לאדם עם מוגבלות הזכות לאוטונומיה, לעצמאות וזכות לקבלת החלטות על גורלו, הזכות לעבוד בשוק החופשי, לחיות בקהילה וליהנות באופן מלא מן השירותים הניתנים בה. לאדם הזכות ללמוד במערכת חינוך מכילה, להקים משפחה, להשתתף בחיים הפוליטיים, ובפעילויות פנאי תרבות וספורט. כמו כן קובעת האמנה כי יש להגן על אנשים עם מוגבלות מפני שלילת חירות שרירותית, ענישה או יחס אכזרי ומשפיל, ניצול והתעללות.\n;"אמנת האו""ם מדברת על זכויות שמגיעות לכל אדם - הזכות לחיות בקהילה, הזכות ללמוד יחד עם כולם, הזכות לקבל החלטות והזכות להשתתף בכל תחומי החיים כמו כולם. המדינות שחתמו על האמנה חייבות לעשות פעולות כדי לסלק את הקשיים שיש לאנשים עם מוגבלות להשתתף בחברה. המדינות חייבות לעשות פעולות שמאפשרות לאנשים עם מוגבלות לחיות כשווים ולהשתתף בחברה כמו כולם.\n";0.0;True;;1.0;0.0;0.0;;True;;0.868421052631579
27;אמנת האום זכויות אנשים עם מוגבלויות;3;28;4;נציבות שוויון זכויות לאנשים עם מוגבלות במשרד המשפטים, אמונה על קידום האמנה בישראל, הגנה עליה ופיקוח על יישומה. תפקיד זה מצטרף לתפקידנו העיקרי ליישום חוק שוויון זכויות לאנשים עם מוגבלות, שנחקק בשנת 1998. \n;נציבות שוויון זכויות לאנשים עם מוגבלות במשרד המשפטים אחראית לקדם את האמנה בישראל. הנציבות מפקחת על קיום האמנה בישראל.\n;0.0;True;;2.0;0.0;0.0;;True;;0.6666666666666666
28;אמנת האום זכויות אנשים עם מוגבלויות;3;29;3;כחלק מתפקידנו זה אנו פועלים לקדם מדיניות וחקיקה שאכן תביא ליישום האמנה בישראל. אנו מקבלים אלפי פניות מהציבור בשנה ומטפלים בהן, אוכפים את הנגישות, מגישים תביעות וחוות דעת משפטיות, פועלים לשילוב בתחום החינוך, ומבצעים בקרות במקומות בהם נמצאים אנשים עם מוגבלות (כגון מסגרות דיור ותעסוקה) כדי לבחון את מצבם בפועל. \n;אנשים מהנציבות מגיעים למקומות שבהם גרים או עובדים אנשים עם מוגבלות כדי לבדוק את המצב שלהם. \n;0.0;False;;2.0;0.0;0.0;;False;;0.8813559322033898
29;אמנת האום זכויות אנשים עם מוגבלויות;3;30;3;כמו כן, אנו פועלים לקידום תעסוקת אנשים עם מוגבלות וליישום תיקון 15 בחוק שוויון זכויות לאנשים עם מוגבלות הקובע יעדי ייצוג הולם של העסקת אנשים עם מוגבלות בגופים ציבוריים. יחד עם אנשים עם מוגבלות, ארגונים חברתיים ומשרדי הממשלה השונים עברנו כברת דרך ארוכה עד כה. \n;הנציבות מקדמת חוקים ופעולות לקיום האמנה בישראל. \n;0.0;False;;2.0;0.0;0.0;;False;;0.96
30;אמנת האום זכויות אנשים עם מוגבלויות;3;31;1;"בשנת 2017 השלמנו את הכנת הדו""ח לאו""ם המפרט את כל מה שנעשה בישראל, הן בתחום החקיקה והן במשרדי הממשלה השונים, כל אחד בתחומו, כדי לקדם את השוויון של אנשים עם מוגבלות.\n";הנציבות דואגת לקיום חוק שוויון זכויות לאנשים עם מוגבלות.\n;0.0;False;;2.0;0.0;0.0;;False;;0.8888888888888888
31;אמנת האום זכויות אנשים עם מוגבלויות;3;32;1;בתחומים רבים יש לנו חקיקה מתקדמת ונעשות פעילויות חיוביות רבות. \n;החוקים שלנו בנושא נגישות מתקדמים ואנחנו מפקחים על הביצוע שלהם.\n;1.0;False;;0.0;0.0;0.0;;False;;0.8333333333333334
32;אמנת האום זכויות אנשים עם מוגבלויות;3;33;6;\n;תיקנו את חוק הכשרות המשפטית (אנשים עם מוגבלות יכולים ליהנות מזכויות ולמלא חובות כמו אנשים אחרים, בהתאם לפרק 12 באמנה),\n;;;;0.0;0.0;2.0;;;;24.0
33;אמנת האום זכויות אנשים עם מוגבלויות;3;34;1;יחד עם זאת אתגרים רבים עוד לפנינו. \n;אבל יש עוד הרבה מה לעשות.\n;1.0;False;;1.0;0.0;0.0;;False;;0.7777777777777778
34;אמנת האום זכויות אנשים עם מוגבלויות;3;35;2;לצערי, עדיין אנשים רבים עם מוגבלות חיים מחוץ לקהילה ובמוסדות, לעיתים קרובות יש להם אפוטרופוס ונמנעת מהם האפשרות לקבל החלטות בעצמם לו זכו לתמיכה, חלקם חיים בבדידות, אינם משולבים מספיק בתעסוקה ובמערכות החינוך ויש עדיין לעשות פעולות רבות כדי לאפשר לאנשים עם מוגבלות להשתלב באופן שוויוני במרחב הציבורי כולו.\n;אני מאמין שאנשים עם מוגבלות יכולים לקבל החלטות בעצמם עם תמיכה. אני מאמין גם שיש הרבה מה לעשות כדי לעזור לאנשים עם מוגבלות להשתלב בתעסוקה.\n;2.0;True;;2.0;0.0;0.0;;False;;0.7636363636363637
35;אמנת האום זכויות אנשים עם מוגבלויות;3;36;2;קידום מדיניות התואמת את עקרונות האמנה והמאפשרת לאנשים עם מוגבלות חיים שוויוניים ומלאים, הוא מאמץ משותף של כולנו: אנשים עם מוגבלות, ארגוני סִנגור, משרדי ממשלה, מגזר שלישי ופעילי שטח. \n;הרבה ארגונים עובדים יחד כדי לקדם פעולות לפי העקרונות (הכללים) של האמנה וכדי לאפשר לאנשים עם מוגבלות לחיות כמו כולם. בין הארגונים האלה: • משרדי ממשלה. • ארגוני סִנגּור - ארגונים שעוזרים לאנשים עם מוגבלות לדאוג לזכויות שלהם. • פעילי שטח - אנשים שפועלים בקהילה בשביל אנשים עם מוגבלות.\n;1.0;True;;0.0;1.0;2.0;;False;;1.3611111111111112
36;אמנת האום זכויות אנשים עם מוגבלויות;3;37;2;"רק בפעילות משותפת של אנשים עם מוגבלות וברוח האימרה ""שום דבר עלינו בלעדינו"", נוכל להביא לכך כי המילים של האמנה יהפכו מאותיות כתובות למציאות בפועל ויובילו לשינוי אמיתי בחייהם של אנשים עם מוגבלות בישראל וליצירת חברה שוויונית, מכילה וטובה יותר, חברת מופת שכולנו נתגאה להיות חלק ממנה. \n";אחת מהפעולות האלה הייתה לכתוב חוברת על האמנה, שתעזור לכם לקבל מידע וכלים, כדי לקדם את הזכויות שלכם. כתבנו את החוברת בפישוט לשוני, כדי שכל אחד יוכל להבין מה כתוב באמנה ומה העקרונות שלה. \n;0.0;True;;2.0;0.0;0.0;;False;;0.9259259259259259
37;אמנת האום זכויות אנשים עם מוגבלויות;3;38;1;נציבות שוויון זכויות לאנשים עם מוגבלות עומדת לרשותכם בכל שאלה.\n;אני רואה בכם שותפים מלאים לדרך הזו ונציבות שוויון זכויות לאנשים עם מוגבלות נמצאת כאן כדי לעזור לכם בכל שאלה.\n;2.0;False;;0.0;1.0;1.0;;False;;1.0833333333333333
38;אמנת האום זכויות אנשים עם מוגבלויות;3;39;1;אברמי טורם נציב שוויון זכויות לאנשים עם מוגבלות\n;אברמי טורם נציב שוויון זכויות לאנשים עם מוגבלות\n;0.0;False;;0.0;0.0;0.0;;False;;0.0
39;אמנת האום זכויות אנשים עם מוגבלויות;4;40;1;1.ג למה צריך אמנה לזכויות אנשים עם מוגבלות?\n;1.ג למה צריך אמנה לזכויות אנשים עם מוגבלות?\n;0.0;True;;0.0;0.0;0.0;;True;;0.0
40;אמנת האום זכויות אנשים עם מוגבלויות;4;41;1;בעולם חיים כיום כמיליארד אנשים עם מוגבלות. \n;בעולם יש הרבה מאד אנשים עם מוגבלות.\n;1.0;False;;0.0;0.0;0.0;;False;;0.3333333333333333
41;אמנת האום זכויות אנשים עם מוגבלויות;4;42;2;בישראל חיים כמיליון ו-400 אלף אנשים עם מוגבלות, אנשים עם מוגבלות מהווים קרוב ל-17% מכלל האוכלוסייה בישראל.\n;בישראל גרים 8,400,000 אנשים. בישראל גרים 1,400,000 אנשים עם מוגבלות.\n;1.0;True;;2.0;0.0;0.0;;False;;0.7142857142857143
42;אמנת האום זכויות אנשים עם מוגבלויות;4;43;1;קיימים פערים גדולים מאוד בין אנשים עם מוגבלות לבין שאר האוכלוסייה. \n;בישראל ובעולם יש הבדלים גדולים מאד בין אנשים עם מוגבלות לאנשים בלי מוגבלות.\n;2.0;False;;0.0;1.0;1.0;;False;;0.6153846153846154
43;אמנת האום זכויות אנשים עם מוגבלויות;4;44;1;אנשים עם מוגבלות נתקלים בחסמים שונים כמו הפליה, דעות קדומות והיעדר נגישות אשר אינם מאפשרים להם למצות את הפוטנציאל האישי שלהם. \n;אנשים עם מוגבלות נתקלים בהרבה חסמים (קשיים).\n;0.0;False;;2.0;0.0;2.0;;False;;0.75
44;אמנת האום זכויות אנשים עם מוגבלויות;4;45;1;מטרת האמנה היא להבטיח שבכל העולם אנשים עם מוגבלות יזכו לשוויון מלא ויוכלו לממש את זכויותיהם במלואן. \n;האמנה מסבירה לנו מה הן הזכויות של אנשים עם מוגבלות.\n;1.0;False;;2.0;0.0;0.0;;False;;0.7894736842105263
45;אמנת האום זכויות אנשים עם מוגבלויות;4;46;1;המדינות החתומות על האמנה התחייבו לפעול כדי לממש מטרה זאת.\n;האמנה קובעת מה המדינות בעולם צריכות לעשות כדי לשמור על הזכויות של אנשים עם מוגבלות.\n;2.0;False;;0.0;1.0;1.0;;False;;1.1666666666666667
46;אמנת האום זכויות אנשים עם מוגבלויות;5;47;1;1.ד שינוי התפיסה\n;1.ה שינוי התפיסה\n;0.0;True;;0.0;0.0;0.0;;True;;0.16666666666666666
47;אמנת האום זכויות אנשים עם מוגבלויות;5;48;6;\n;מה חשבו פעם על אנשים עם מוגבלות? \n;;;;0.0;0.0;2.0;;;;8.0
48;אמנת האום זכויות אנשים עם מוגבלויות;5;49;1;בעבר הייתה מקובלת הגישה כי חוסר יכולתו של אדם עם מוגבלות להשתלב בחברה היא בעיה אישית, תוצאה של מצב בריאותי לקוי או שונות גופנית. \n;פעם חשבו שאנשים עם מוגבלות לא יכולים להשתלב בחברה בגלל הלקות (הבעיה האישית) שלהם – • בגלל שהבריאות שלהם לא טובה • או בגלל שהמצב של הגוף שלהם שונה משל אנשים אחרים.\n;1.0;False;;0.0;1.0;2.0;;False;;1.1481481481481481
49;אמנת האום זכויות אנשים עם מוגבלויות;5;50;2;לפיכך, אנשים עם מוגבלות קיבלו שירותי שיקום ורווחה ואפשרות בחירה מצומצמת מתוך שירותים ומסגרות שלרוב יצרו הפרדה בין אנשים עם מוגבלות לבין כלל החברה: דיור במוסדות, חינוך מיוחד, תעסוקה במפעלים מוגנים. \n;פעם, בגלל היחס של החברה לאנשים עם מוגבלות: • אנשים עם מוגבלות קיבלו שירות נפרד (לא עם אנשים אחרים). • אנשים עם מוגבלות קיבלו יחס שונה (לא כמו אנשים אחרים).\n;0.0;True;;0.0;0.0;2.0;;False;;0.8378378378378378
50;אמנת האום זכויות אנשים עם מוגבלויות;5;51;2;בנוסף, ננקטה כלפי אנשים עם מוגבלות גישה מתנשאת ומגוננת שלפיה הם אינם מסוגלים להחליט מה טוב עבורם, ולעתים קרובות גורמים אחרים קיבלו החלטות במקומם.\n;פעם חשבו שאנשים עם מוגבלות לא יכולים לעשות הרבה דברים. פעם חשבו שאנשים עם מוגבלות לא יודעים מה טוב בשבילם. \n;3.0;True;;2.0;0.0;0.0;;False;;0.8571428571428571
51;אמנת האום זכויות אנשים עם מוגבלויות;5;52;6;\n;"פעם חשבו שאנשים עם מוגבלות לא יכולים להיות חלק מהחברה. פעם גם השתמשו בשפה מעליבה כמו ""מפגר"".\n";;;;0.0;0.0;2.0;;;;21.0
52;אמנת האום זכויות אנשים עם מוגבלויות;5;53;6;\n;מה חושבים כיום על אנשים עם מוגבלות?\n;;;;0.0;0.0;2.0;;;;8.0
53;אמנת האום זכויות אנשים עם מוגבלויות;5;54;3;כיום, הדגש הוא על זכויות אדם. גישה זו מדגישה את זכותו של אדם עם מוגבלות להשתלב בצורה שוויונית ופעילה בכל תחומי החיים, ככל אזרח. \n;כיום חושבים שלאנשים עם מוגבלות יש זכות לבחור ולהחליט בשביל עצמם.\n;0.0;False;;2.0;0.0;0.0;;False;;0.8275862068965517
54;אמנת האום זכויות אנשים עם מוגבלויות;5;55;1;אנשים עם מוגבלות נתפסים כשייכים לקבוצת מיעוט שמתמודדת עם הפליה. \n;כיום חושבים שיש לאנשים עם מוגבלות זכות להיות חלק מהחברה.\n;0.0;False;;0.0;0.0;0.0;;False;;0.75
55;אמנת האום זכויות אנשים עם מוגבלויות;5;56;1;מעורבותם המצומצמת בחברה נתפסת כבעיה הנגרמת בשל חסמים חברתיים ולא כבעיה פרטית רפואית של האדם עם המוגבלות עצמו. \n;כיום חושבים שלאנשים עם מוגבלות קשה לפעמים להשתלב בחברה בגלל חסמים (קשיים) שהחברה יוצרת.\n;1.0;False;;1.0;0.0;2.0;;False;;0.9
56;אמנת האום זכויות אנשים עם מוגבלויות;5;57;1;מכאן שאחריות החברה להסיר חסמים אלו, כדי לעודד השתלבות של אנשים עם מוגבלות בחברה, ולאפשר להם בחירה מתוך מגוון אפשרויות.\n;כיום חושבים שהחברה חייבת להתאים את עצמה כדי שאנשים עם מוגבלות יוכלו להשתלב בה.\n;0.0;False;;2.0;0.0;0.0;;False;;0.7916666666666666
57;אמנת האום זכויות אנשים עם מוגבלויות;5;58;5;"ביטוי ראשוני לגישת זכויות האדם, שבבסיס האמנה, מתגלה בלשונה: האמנה משתמשת בשפה שמדגישה ראשית את האדם ואחר כך את מוגבלותו (לדוגמה: ""אדם עם מוגבלות שכלית"") ולא בשפה מתייגת (כגון: ""מפגר"").\n";\n;;;;2.0;0.0;0.0;;;;0.9777777777777777
58;אמנת האום זכויות אנשים עם מוגבלויות;5;58;5;כך מושם הדגש על היותו אדם שלם, בעל יכולות, רצונות ושאיפות, אשר המוגבלות היא חלק ממנו אך אינה כל מהותו.\n;\n;;;;2.0;0.0;0.0;;;;0.96
59;אמנת האום זכויות אנשים עם מוגבלויות;5;59;6;\n;כיום משתמשים בשפה שונה – מזכירים קודם את האדם ורק אחר כך את המוגבלות שלו. לדוגמה אדם עם מוגבלות שכלית.\n;;;;0.0;2.0;2.0;;;;22.0
60;אמנת האום זכויות אנשים עם מוגבלויות;6;60;1;"1.ה מי הם ""אנשים עם מוגבלות""? (סעיף 1)\n";"1.ב מי הם ""אנשים עם מוגבלות""?\n";0.0;True;;2.0;0.0;0.0;;True;;0.3125
61;אמנת האום זכויות אנשים עם מוגבלויות;6;61;1;לפי הגדרת האמנה, אנשים עם מוגבלות כוללים אנשים עם לקויות גופניות, נפשיות, שכליות או חושיות, ארוכות טווח, אשר עקב יחסי גומלין עם מחסומים שונים, עלולה להימנע השתתפותם המלאה בחברה, בשוויון עם אחרים.\n;"באמנה כתוב: ""אנשים עם מוגבלות הם אנשים עם לקויות גופניות או נפשיות, שכליות או חושיות, ארוכות טווח, אשר עקב יחסי גומלין עם מחסומים שונים, עלולה להימנע השתתפותם המלאה בחברה, בשוויון עם אחרים"".\n";0.0;False;;0.0;0.0;0.0;;False;;0.17073170731707318
62;אמנת האום זכויות אנשים עם מוגבלויות;6;62;6;\n;כלומר, יש אנשים עם סוגים שונים של מוגבלות – לדוגמה מוגבלות בגוף, מוגבלות בראיה או בשמיעה, מוגבלות נפשית, מוגבלות שכלית, לקות למידה או אוטיזם.\n;;;;0.0;2.0;2.0;;;;30.0
63;אמנת האום זכויות אנשים עם מוגבלויות;6;63;2;האמנה מבוססת על ההבנה שיש להפריד בין שני מרכיבים שיחד משפיעים על מוגבלות. \n;פעם התייחסו לכל האנשים עם המוגבלות בצורה שונה (לא שווה) משאר האנשים. פעם האמינו שבגלל הלקות של האדם, הוא לא יכול להיות חלק מהחברה.\n;0.0;True;;0.0;1.0;2.0;;False;;1.8666666666666667
64;אמנת האום זכויות אנשים עם מוגבלויות;6;64;4;הרכיב האחד הוא הלקות של האדם והרכיב השני הוא החסמים שמציבה החברה. שני אלה יחד פוגעים בהשתתפות של אנשים עם מוגבלות בחברה - כלומר המפגש בין אנשים עם לקויות מצד אחד, לבין חסמים של יחס (דעות קדומות) או של סביבה (היעדר נגישות) מהצד האחר, הופך אותם לאנשים עם מוגבלות. \n;הלקות של האדם – הבעיה האישית של האדם (לדוגמה, אדם עם בעיה בהליכה או בעיה בשמיעה) זו בעיה בגוף או בנפש של האדם. כיום אנחנו מאמינים שהמוגבלות פוגעת בהשתתפות השווה של אנשים עם מוגבלות בחברה. המוגבלות - הקושי שיש לאדם בגלל דברים שמפריעים בסביבה או בחברה. (לדוגמה, אדם בכיסא גלגלים צריך להגיע לקומה גבוהה בבניין שיש בו רק מדרגות בלי מעלית).\n;0.0;True;;0.0;2.0;1.0;;True;;1.0689655172413792
65;אמנת האום זכויות אנשים עם מוגבלויות;6;65;1;אותה לקות יכולה להוביל למוגבלות בתפקוד במידות חומרה שונות, לפי החסמים שבהם נתקל האדם. \n;המוגבלות של האדם היא בגלל מחסומים (מכשולים) בסביבה או בחברה.\n;2.0;False;;2.0;0.0;2.0;;False;;0.8823529411764706
